wordbook_id,word,part_of_speech,meaning_zh,example_en,example_zh,category,difficulty
2990c5f1-41c5-449e-8b15-fe1a9a421445,result,noun,結果,The result was better than expected,結果比預期更好,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,resume,noun,履歷,Please send your resume,請寄出你的履歷,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,review,verb,審查,The manager will review the file,經理會審查檔案,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,reward,noun,獎勵,The company offers a reward,公司提供獎勵,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,route,noun,路線,This route is faster,這條路線更快,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,salary,noun,薪水,The salary is paid monthly,薪水每月支付,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,sample,noun,樣品,The supplier sent a sample,供應商寄來樣品,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,saving,noun,節省,The plan offers big savings,這個方案能節省很多,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,sector,noun,產業部門,The technology sector is growing,科技產業正在成長,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,security,noun,安全,Security checked every visitor,保全檢查每位訪客,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,select,verb,選擇,Please select a payment method,請選擇付款方式,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,seminar,noun,研討課,The seminar begins at nine,研討課九點開始,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,service,noun,服務,The service was fast,服務很快速,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,signature,noun,簽名,Your signature is required,需要你的簽名,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,site,noun,地點,The construction site is closed,施工地點已關閉,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,skill,noun,技能,This job requires computer skills,這份工作需要電腦技能,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,specialist,noun,專員,A tax specialist helped us,稅務專員幫助了我們,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,stable,adjective,穩定的,The market is stable this month,本月市場很穩定,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,statement,noun,聲明,The bank sent a statement,銀行寄來了對帳單,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,stock,noun,庫存,The item is back in stock,商品已恢復庫存,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,storage,noun,儲存,The office needs more storage,辦公室需要更多儲存空間,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,strategy,noun,策略,The strategy improved sales,這項策略改善了銷售,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,submit,verb,提交,Submit the form online,在線上提交表格,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,supervise,verb,監督,She supervises five workers,她監督五名員工,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,survey,noun,調查,The survey takes five minutes,這份調查需要五分鐘,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,target,noun,目標,We reached our sales target,我們達成了銷售目標,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,tax,noun,稅,The price includes tax,價格包含稅,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,tenant,noun,房客,The tenant paid rent early,房客提早付了租金,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,terminal,noun,航廈,The bus stops at terminal two,公車停在第二航廈,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,terms,noun,條款,Please read the terms carefully,請仔細閱讀條款,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,track,verb,追蹤,You can track the package online,你可以在線上追蹤包裹,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,traffic,noun,交通,Traffic was heavy this morning,今天早上交通繁忙,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,trend,noun,趨勢,This trend may continue,這個趨勢可能會持續,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,trial,noun,試用,The software has a free trial,這套軟體有免費試用,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,turnover,noun,離職率,Staff turnover is low,員工離職率很低,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,utility,noun,公用事業,Utility bills are paid monthly,水電帳單每月支付,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,valid,adjective,有效的,The coupon is valid today,優惠券今天有效,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,value,noun,價值,The product offers good value,這項產品很划算,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,vehicle,noun,車輛,The company owns ten vehicles,公司擁有十輛車,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,vendor,noun,廠商,The vendor delivered supplies,廠商送來了用品,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,venue,noun,場地,The venue is near the hotel,場地在飯店附近,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,verify,verb,驗證,Please verify your email address,請驗證你的電子郵件地址,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,visitor,noun,訪客,Every visitor must sign in,每位訪客都必須簽到,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,volume,noun,數量,Order volume increased in May,五月訂單量增加,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,withdraw,verb,提領,You can withdraw cash here,你可以在這裡提領現金,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,workplace,noun,工作場所,Safety is important in the workplace,工作場所的安全很重要,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,worth,adjective,值得的,The training was worth the time,這次訓練值得花時間,toeic_core,easy
